Id,Province/State,country,Lat,Long,Date,ConfirmedCases,Fatalities,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
16588,,Poland,51.9194,19.1451,24-02-2020,0,0,55,39.8,35.6,43.5,994.3,1010,34.4,0.807998125,0.336543402,12.5,99.99,1
16589,,Poland,51.9194,19.1451,25-02-2020,0,0,56,45.4,35.2,53.4,986.6,1001.9,42.1,0.881034948,0.265103103,9.4,99.99,1
16590,,Poland,51.9194,19.1451,26-02-2020,0,0,57,38.8,33.8,46.2,980.6,995.7,35.5,0.87787101,0.403330933,8,99.99,1
16591,,Poland,51.9194,19.1451,27-02-2020,0,0,58,36.2,30.2,39.2,983.8,999,31.7,0.835205558,0.560764968,9.4,99.99,1
16592,,Poland,51.9194,19.1451,28-02-2020,0,0,59,34.9,28.4,41,993.4,1007.9,31.6,0.87594323,0.808866698,6.6,99.99,1
16593,,Poland,51.9194,19.1451,29-02-2020,0,0,60,39,30.6,44.6,990.3,1005.4,30.6,0.715382567,0.321797712,10.9,0,0
16594,,Poland,51.9194,19.1451,01-03-2020,0,0,61,47.3,39.2,54.3,985.3,1000.6,36.2,0.650704967,0.184308498,9.6,0,0
16595,,Poland,51.9194,19.1451,02-03-2020,0,0,62,39,35.2,46.9,983.3,998.1,36.3,0.899114419,0.404445084,3.1,99.99,1
16596,,Poland,51.9194,19.1451,03-03-2020,0,0,63,43.5,32.9,53.6,984.2,999.1,39.8,0.866514836,0.282505879,7.8,99.99,1
16597,,Poland,51.9194,19.1451,04-03-2020,1,0,64,40.3,32,47.8,993.5,1008.3,34.7,0.801945423,0.320079463,7.2,0,0
16598,,Poland,51.9194,19.1451,05-03-2020,1,0,65,38.6,28.8,48.2,994.7,1010.1,30.6,0.726686444,0.341300604,5.6,0,0
16599,,Poland,51.9194,19.1451,06-03-2020,5,0,66,39.9,33.8,43.2,984.5,999.7,34.7,0.814546687,0.336286018,8.2,99.99,1
16600,,Poland,51.9194,19.1451,07-03-2020,5,0,67,41.3,39.2,42.8,991.7,1006.9,38.3,0.889510276,0.329410044,7.9,99.99,1
16601,,Poland,51.9194,19.1451,08-03-2020,11,0,68,35,33.8,36.3,1.6,1017.4,29.8,0.811001021,0.726824518,5.8,0,0
16602,,Poland,51.9194,19.1451,09-03-2020,16,0,69,41,30.2,50.5,999.1,1014,31.9,0.697469635,0.263812764,5.5,0,0
16603,,Poland,51.9194,19.1451,10-03-2020,22,0,70,46.2,39.2,53.6,990.4,1005.5,37.7,0.719821771,0.2107092,8.4,99.99,1
16604,,Poland,51.9194,19.1451,11-03-2020,31,0,71,47.6,40.3,55.4,987.2,1001.9,39.4,0.729732343,0.205028938,13.1,99.99,1
16605,,Poland,51.9194,19.1451,12-03-2020,49,1,72,47.9,39.2,60.8,994,1009.1,39.9,0.735743489,0.205126985,12.3,99.99,1
16606,,Poland,51.9194,19.1451,13-03-2020,68,2,73,42.6,37.4,48.9,994.7,1009.4,32,0.658245621,0.224897892,13.3,99.99,1
16607,,Poland,51.9194,19.1451,14-03-2020,103,3,74,34.2,26.1,42.1,7.6,1023.1,21.4,0.590881982,0.699428314,8.1,0,0
16608,,Poland,51.9194,19.1451,15-03-2020,119,3,75,35.5,21.7,48.2,12,1027.9,17,0.464977783,0.364363279,7.7,0,0
16609,,Poland,51.9194,19.1451,16-03-2020,177,4,76,43,33.8,55.6,7.3,1023.1,21.1,0.413102426,0.138121894,9.5,0,0
16610,,Poland,51.9194,19.1451,17-03-2020,238,5,77,46.2,32.9,59.4,11.1,1026.5,35.4,0.657198946,0.192377988,3.5,0,0
16611,,Poland,51.9194,19.1451,18-03-2020,251,5,78,51.4,36.1,62.8,11.1,1026.2,39.6,0.637857589,0.166162209,7,0,0
16612,,Poland,51.9194,19.1451,19-03-2020,355,5,79,51,40.6,61.2,8.7,1023.8,42.4,0.721779589,0.18914651,5.4,99.99,1
16613,,Poland,51.9194,19.1451,20-03-2020,425,5,80,45.4,41,51.6,7.9,1023.5,38.8,0.774842194,0.233149741,3.6,99.99,1
16614,,Poland,51.9194,19.1451,21-03-2020,536,5,81,37.5,28,45.7,11.7,1026.4,24.8,0.597809903,0.322663946,5.3,0,0
16615,,Poland,51.9194,19.1451,22-03-2020,634,7,82,31,24.8,37.4,18.2,1032.1,16.3,0.540444323,-1.237310441,6.7,0,0
16616,,Poland,51.9194,19.1451,23-03-2020,749,8,83,30.5,21.2,39.2,22.7,1038.3,12.1,0.459141334,-0.686708675,5.9,0,0
16617,,Poland,51.9194,19.1451,24-03-2020,901,10,84,31.9,19.4,42.8,22.8,1038.6,12.8,0.447403429,-10.62276616,4.9,0,0
16648,,Portugal,39.3999,-8.2245,22-01-2020,0,0,22,51.5,44.6,58.6,999.9,,44.9,0.779860339,0.202864727,6.1,0,1
16649,,Portugal,39.3999,-8.2245,23-01-2020,0,0,23,55.1,51.6,60.8,999.9,,47.1,0.742470101,0.186189387,7.8,0.08,1
16650,,Portugal,39.3999,-8.2245,24-01-2020,0,0,24,56.8,51.8,61.7,999.9,,49.2,0.755281529,0.187706456,6.1,0.83,1
16651,,Portugal,39.3999,-8.2245,25-01-2020,0,0,25,55.3,53.6,57.4,999.9,,49.2,0.797745684,0.199790562,8.2,0.66,1
16652,,Portugal,39.3999,-8.2245,26-01-2020,0,0,26,55,46.4,61.7,999.9,,49.2,0.80655351,0.202396526,4.1,0.51,1
16653,,Portugal,39.3999,-8.2245,27-01-2020,0,0,27,51.4,42.1,62.6,999.9,,46.4,0.828771438,0.215895359,4.2,0,0
16654,,Portugal,39.3999,-8.2245,28-01-2020,0,0,28,53.6,45.1,64,999.9,,48.6,0.83019048,0.210712148,4.5,0,0
16655,,Portugal,39.3999,-8.2245,29-01-2020,0,0,29,53.1,45.3,63.1,999.9,,50.6,0.911412894,0.232483008,4.1,0,0
16656,,Portugal,39.3999,-8.2245,30-01-2020,0,0,30,53.5,44.6,64.8,999.9,,50.3,0.888067294,0.225617561,3.9,0,1
16657,,Portugal,39.3999,-8.2245,31-01-2020,0,0,31,53.6,44.2,64.4,999.9,,50.5,0.891431545,0.226255853,3.6,0,0
16658,,Portugal,39.3999,-8.2245,01-02-2020,0,0,32,55.2,46.4,66.2,999.9,,52.9,0.918911174,0.230283624,3.9,0,1
16659,,Portugal,39.3999,-8.2245,02-02-2020,0,0,33,60.1,49.3,71.8,999.9,,54.9,0.828196595,0.2046447,7.4,0,1
16660,,Portugal,39.3999,-8.2245,03-02-2020,0,0,34,62.7,55.4,75.6,999.9,,53.3,0.711710802,0.176613925,6.4,0,0
16661,,Portugal,39.3999,-8.2245,04-02-2020,0,0,35,57.2,48.2,69.6,999.9,,53.6,0.876664428,0.21755298,3.1,0,1
16662,,Portugal,39.3999,-8.2245,05-02-2020,0,0,36,57,48.2,66.2,999.9,,51,0.801989964,0.199162389,13.8,0,1
16663,,Portugal,39.3999,-8.2245,06-02-2020,0,0,37,59.9,57.2,66.2,999.9,,51.8,0.744056175,0.183847729,19,0,0
16664,,Portugal,39.3999,-8.2245,07-02-2020,0,0,38,59.7,54.7,66.2,999.9,,55.8,0.868287718,0.214546514,5.7,0,1
16665,,Portugal,39.3999,-8.2245,08-02-2020,0,0,39,58.8,51.8,64.6,999.9,,57.2,0.943761891,0.233344408,4,0,1
16666,,Portugal,39.3999,-8.2245,09-02-2020,0,0,40,57.7,48.2,68.4,999.9,,53.4,0.854593065,0.211753993,4.8,0,0
16667,,Portugal,39.3999,-8.2245,10-02-2020,0,0,41,59.6,53.6,68,999.9,,53,0.786281524,0.194288019,8.9,0,0
16668,,Portugal,39.3999,-8.2245,11-02-2020,0,0,42,56.5,48.2,63,999.9,,54.2,0.919326266,0.228763214,4.3,0,0
16669,,Portugal,39.3999,-8.2245,12-02-2020,0,0,43,58.9,51.8,65.1,999.9,,55.4,0.880682353,0.217722049,3.8,0,0
16670,,Portugal,39.3999,-8.2245,13-02-2020,0,0,44,57.9,50,63.3,999.9,,55.1,0.903104084,0.223659922,4.1,0.02,1
16671,,Portugal,39.3999,-8.2245,14-02-2020,0,0,45,56.8,46.4,69.8,999.9,,52.5,0.854094888,0.212264061,5.7,0.12,0
16672,,Portugal,39.3999,-8.2245,15-02-2020,0,0,46,58.5,51.8,69.8,999.9,,54,0.848770665,0.209948836,6.3,0,0
16673,,Portugal,39.3999,-8.2245,16-02-2020,0,0,47,58.8,51.3,68.7,999.9,,53.6,0.827362479,0.204564742,4.9,0,0
16674,,Portugal,39.3999,-8.2245,17-02-2020,0,0,48,56,49.3,64.4,999.9,,54.6,0.95007885,0.236983985,3.6,0,1
16675,,Portugal,39.3999,-8.2245,18-02-2020,0,0,49,58,51.4,64.4,999.9,,55.8,0.923165763,0.228574555,5.1,0,0
16676,,Portugal,39.3999,-8.2245,19-02-2020,0,0,50,60.6,55.4,66.7,999.9,,51.8,0.725618935,0.17934796,17.8,0,0
16677,,Portugal,39.3999,-8.2245,20-02-2020,0,0,51,61.6,57.2,68.4,999.9,,52.3,0.713255742,0.176531009,18,0,0
16678,,Portugal,39.3999,-8.2245,21-02-2020,0,0,52,61.1,58.3,67.3,999.9,,52.1,0.72073578,0.178238546,19.6,0,0
16679,,Portugal,39.3999,-8.2245,22-02-2020,0,0,53,61.5,58.1,67.1,999.9,,50.7,0.674487924,0.166905666,24.5,0,0
16680,,Portugal,39.3999,-8.2245,23-02-2020,0,0,54,61.8,57.2,68.9,999.9,,50.9,0.672306534,0.166461446,21.4,0,0
16681,,Portugal,39.3999,-8.2245,24-02-2020,0,0,55,61.1,50,75.6,999.9,,52.1,0.72073578,0.178238546,7.4,0,1
16682,,Portugal,39.3999,-8.2245,25-02-2020,0,0,56,58.7,49.6,66.4,999.9,,53.8,0.836489143,0.206848568,7.1,0,1
16683,,Portugal,39.3999,-8.2245,26-02-2020,0,0,57,57.1,48.2,62.6,999.9,,49.6,0.758379757,0.188264585,5.7,0,0
16684,,Portugal,39.3999,-8.2245,27-02-2020,0,0,58,54.5,44.6,65.5,999.9,,48.7,0.806193983,0.203045687,4.8,0,0
16685,,Portugal,39.3999,-8.2245,28-02-2020,0,0,59,56.6,44.6,70.3,999.9,,49.8,0.778092016,0.193534731,4.2,0,0
16686,,Portugal,39.3999,-8.2245,29-02-2020,0,0,60,58.4,49.8,65.1,999.9,,54.7,0.874021894,0.216231601,5.3,0,1
16687,,Portugal,39.3999,-8.2245,01-03-2020,0,0,61,60.5,57.2,66.6,999.9,,58.1,0.917261737,0.226697878,6,0.12,1
16688,,Portugal,39.3999,-8.2245,02-03-2020,2,0,62,62,57.2,66.2,999.9,,59.4,0.911168713,0.225700637,10.1,0,1
16689,,Portugal,39.3999,-8.2245,03-03-2020,2,0,63,59.2,51.8,64.6,999.9,,52.1,0.771553634,0.190689032,6.5,0,0
16690,,Portugal,39.3999,-8.2245,04-03-2020,5,0,64,59.9,51.6,66.4,999.9,,54.2,0.813009323,0.20088526,4.2,0,0
16691,,Portugal,39.3999,-8.2245,05-03-2020,8,0,65,58.5,50.5,65.8,999.9,,54.4,0.861337962,0.213057437,8.1,0,0
16692,,Portugal,39.3999,-8.2245,06-03-2020,13,0,66,58.5,54.9,64,999.9,,48.2,0.683967834,0.169183805,11,0.01,0
16693,,Portugal,39.3999,-8.2245,07-03-2020,20,0,67,57.2,44.6,69.8,999.9,,44.6,0.625358996,0.155189042,5.5,0,0
16694,,Portugal,39.3999,-8.2245,08-03-2020,30,0,68,59.4,47.8,72,999.9,,44.6,0.577573892,0.142728608,5.8,0,0
16695,,Portugal,39.3999,-8.2245,09-03-2020,30,0,69,56.8,45.7,65.7,999.9,,50.9,0.80483694,0.200022222,4.7,0,0
16696,,Portugal,39.3999,-8.2245,10-03-2020,41,0,70,60.3,46,74.3,999.9,,47.5,0.624378887,0.154294075,8.8,0,0
16697,,Portugal,39.3999,-8.2245,11-03-2020,59,0,71,67.5,57,82.6,999.9,,48.1,0.495265487,0.125817177,10.2,0,0
16698,,Portugal,39.3999,-8.2245,12-03-2020,59,0,72,59.4,51.3,70.2,999.9,,55.8,0.87770221,0.216895563,3.3,0,0
16699,,Portugal,39.3999,-8.2245,13-03-2020,112,0,73,60.1,53.6,66.2,999.9,,56.7,0.884442261,0.218542822,4.1,0,0
16700,,Portugal,39.3999,-8.2245,14-03-2020,169,0,74,61.7,53.6,70,999.9,,54.7,0.776439745,0.192205867,7.6,0,0
16701,,Portugal,39.3999,-8.2245,15-03-2020,245,0,75,61.8,55.4,68,999.9,,56.5,0.826266241,0.204581492,5.1,0,0
16702,,Portugal,39.3999,-8.2245,16-03-2020,331,0,76,58.6,53.6,62.6,999.9,,43.9,0.578737474,0.143131926,12.5,0,0
16703,,Portugal,39.3999,-8.2245,17-03-2020,448,1,77,57.1,49.5,66.2,999.9,,45,0.637300103,0.15820707,11.7,0.16,1
16704,,Portugal,39.3999,-8.2245,18-03-2020,448,2,78,62.9,57.6,66.7,999.9,,54.8,0.746748133,0.185420097,28,0.35,1
16705,,Portugal,39.3999,-8.2245,19-03-2020,785,3,79,61.9,59.9,66.2,999.9,,54,0.751363532,0.186075055,24.2,0.02,1
16706,,Portugal,39.3999,-8.2245,20-03-2020,1020,6,80,61.1,55.4,67.5,999.9,,54.7,0.793239904,0.196168875,13.9,0.02,1
16707,,Portugal,39.3999,-8.2245,21-03-2020,1280,12,81,57.7,53.6,63.5,999.9,,49.6,0.74205652,0.183869303,9.4,0.28,1
16708,,Portugal,39.3999,-8.2245,22-03-2020,1600,14,82,57.2,53.6,63.1,999.9,,52.9,0.854316606,0.212007146,4.5,0.67,1
16709,,Portugal,39.3999,-8.2245,23-03-2020,2060,23,83,57.7,50.9,64.4,999.9,,51.2,0.78772526,0.195185259,12.4,0.02,0
16710,,Portugal,39.3999,-8.2245,24-03-2020,2362,33,84,56.4,53.6,59.2,999.9,,52.7,0.873050613,0.217345722,11.5,0.04,1
16741,,Puerto Rico,18.2,-66.5,22-01-2020,0,0,22,77.3,73.9,82.8,999.9,1014.1,71.3,0.816049609,0.227009683,3.2,0,0
16742,,Puerto Rico,18.2,-66.5,23-01-2020,0,0,23,76.6,72.5,82.4,999.9,1013.2,72.4,0.867464298,0.23941459,1.3,0,0
16743,,Puerto Rico,18.2,-66.5,24-01-2020,0,0,24,77,71.2,83.5,999.9,1014.2,71.2,0.821470404,0.227740779,2.4,0,0
16744,,Puerto Rico,18.2,-66.5,25-01-2020,0,0,25,77.3,70.7,84.4,999.9,1015.9,69.6,0.769693924,0.214114401,2.5,0,0
16745,,Puerto Rico,18.2,-66.5,26-01-2020,0,0,26,78.3,73.8,83.1,999.9,1016.2,69.5,0.741834521,0.208767882,2.6,0,0
16746,,Puerto Rico,18.2,-66.5,27-01-2020,0,0,27,77.7,71.4,83.5,999.9,1016.2,70.2,0.775336842,0.216676463,2.4,0,0
16747,,Puerto Rico,18.2,-66.5,28-01-2020,0,0,28,77.3,70.9,83.5,999.9,1015.7,71.8,0.83014511,0.230930787,1.5,0,0
16748,,Puerto Rico,18.2,-66.5,29-01-2020,0,0,29,76.8,67.5,84.2,999.9,1015.9,68.8,0.761348094,0.210597896,1.3,0,0
16749,,Puerto Rico,18.2,-66.5,30-01-2020,0,0,30,77.9,71.2,84.4,999.9,1016.6,69.9,0.76225251,0.213513832,2.3,0,0
16750,,Puerto Rico,18.2,-66.5,31-01-2020,0,0,31,78.5,72.3,86.4,999.9,1018.2,70.6,0.765371189,0.21589982,3,0,0
16751,,Puerto Rico,18.2,-66.5,01-02-2020,0,0,32,78.1,73.6,83.7,999.9,1018.9,71,0.7863812,0.220786276,4.1,0,0
16752,,Puerto Rico,18.2,-66.5,02-02-2020,0,0,33,78.3,71.1,84.2,999.9,1018,69.6,0.744400135,0.2094899,2.4,0,0
16753,,Puerto Rico,18.2,-66.5,03-02-2020,0,0,34,78.3,72.3,84.2,999.9,1019.1,70,0.754741227,0.212400101,2.5,0,0
16754,,Puerto Rico,18.2,-66.5,04-02-2020,0,0,35,77.9,72.1,84.6,999.9,1019.9,68.1,0.716225982,0.200621385,3.8,0,0
16755,,Puerto Rico,18.2,-66.5,05-02-2020,0,0,36,78.9,73.8,85.6,999.9,1019.9,69.2,0.719657057,0.20397175,4.5,0,0
16756,,Puerto Rico,18.2,-66.5,06-02-2020,0,0,37,78.8,72.9,84.4,999.9,1018.8,71.2,0.77353724,0.218981518,4.7,0,0
16757,,Puerto Rico,18.2,-66.5,07-02-2020,0,0,38,79.1,74.3,84.6,999.9,1020,70.8,0.755412826,0.214619608,4.4,0,0
16758,,Puerto Rico,18.2,-66.5,08-02-2020,0,0,39,79.4,75,86.2,999.9,1020.4,68.8,0.698067348,0.199046112,4.4,0,0
16759,,Puerto Rico,18.2,-66.5,09-02-2020,0,0,40,78.8,73.8,84.6,999.9,1020.5,68.3,0.699894973,0.198134047,5,0,0
16760,,Puerto Rico,18.2,-66.5,10-02-2020,0,0,41,78.4,72.3,84.6,999.9,1020.7,70,0.752228955,0.211942343,4.9,0,0
16761,,Puerto Rico,18.2,-66.5,11-02-2020,0,0,42,78.9,72.3,85.5,999.9,1020.7,67.7,0.68318019,0.193633145,4.5,0,0
16762,,Puerto Rico,18.2,-66.5,12-02-2020,0,0,43,79.5,74.5,87.1,999.9,1019.7,68.2,0.681429971,0.194537858,4.3,0,0
16763,,Puerto Rico,18.2,-66.5,13-02-2020,0,0,44,79.4,72.5,87.3,999.9,1019.2,66.6,0.646643627,0.184383212,5.3,0,0
16764,,Puerto Rico,18.2,-66.5,14-02-2020,0,0,45,78.7,73.8,87.8,999.9,1019.5,68.6,0.70957235,0.200634742,3.9,0,0
16765,,Puerto Rico,18.2,-66.5,15-02-2020,0,0,46,78.6,72.5,85.1,999.9,1018.9,69,0.721869418,0.203869726,5.2,0,0
16766,,Puerto Rico,18.2,-66.5,16-02-2020,0,0,47,77.8,71.6,87.4,999.9,1017.8,70.1,0.770092973,0.215459995,4.2,0,0
16767,,Puerto Rico,18.2,-66.5,17-02-2020,0,0,48,78.6,73.6,84.9,999.9,1017.5,69.5,0.734454107,0.207423883,5.2,0,0
16768,,Puerto Rico,18.2,-66.5,18-02-2020,0,0,49,79.7,74.3,85.8,999.9,1019,68.9,0.693549167,0.198480237,5,0,0
16769,,Puerto Rico,18.2,-66.5,19-02-2020,0,0,50,79.5,73.2,87.3,999.9,1018.9,67.5,0.665049109,0.189861372,4.5,0,0
16770,,Puerto Rico,18.2,-66.5,20-02-2020,0,0,51,80.1,75.2,85.5,999.9,1018.2,66.6,0.63180683,0.181699881,5.5,0,0
16771,,Puerto Rico,18.2,-66.5,21-02-2020,0,0,52,77.9,72.3,84.2,999.9,1017.3,67.8,0.708798768,0.198540955,5.4,0,0
16772,,Puerto Rico,18.2,-66.5,22-02-2020,0,0,53,77.5,72.1,83.1,999.9,1016.8,68,0.723350126,0.201683365,2.4,0,0
16773,,Puerto Rico,18.2,-66.5,23-02-2020,0,0,54,77,71.8,82.6,999.9,1016.2,67.3,0.717867157,0.199018278,1.3,0,0
16774,,Puerto Rico,18.2,-66.5,24-02-2020,0,0,55,77.5,73,82.8,999.9,1016.8,67.6,0.713360031,0.198897942,1.9,0,0
16775,,Puerto Rico,18.2,-66.5,25-02-2020,0,0,56,77.7,70.2,86.5,999.9,1017.2,68.5,0.73110556,0.204315542,3.2,0,0
16776,,Puerto Rico,18.2,-66.5,26-02-2020,0,0,57,79.2,74.1,84.7,999.9,1017.3,70.7,0.750323637,0.213430297,4,0,0
16777,,Puerto Rico,18.2,-66.5,27-02-2020,0,0,58,76.6,66.6,83.5,999.9,1017.8,66.5,0.707535623,0.1952753,4,0,0
16778,,Puerto Rico,18.2,-66.5,28-02-2020,0,0,59,77.7,69.4,84.9,999.9,1018.6,67.5,0.706143079,0.1973395,3.6,0,0
16779,,Puerto Rico,18.2,-66.5,29-02-2020,0,0,60,77.6,68.4,86.7,999.9,1019.1,67.8,0.715941094,0.199847145,3.4,0,0
16780,,Puerto Rico,18.2,-66.5,01-03-2020,0,0,61,79.6,71.6,85.1,999.9,1019.1,69.8,0.717832899,0.205179582,4.5,0,0
16781,,Puerto Rico,18.2,-66.5,02-03-2020,0,0,62,78.1,73.2,84.9,999.9,1018.5,68.7,0.726420271,0.203951501,3.7,0,0
16782,,Puerto Rico,18.2,-66.5,03-03-2020,0,0,63,78,73,84.4,999.9,1018.4,68.5,0.723814805,0.202983049,4.9,0,0
16783,,Puerto Rico,18.2,-66.5,04-03-2020,0,0,64,78.4,72.5,84.6,999.9,1019.5,68.4,0.711747452,0.20053658,4.7,0,0
16784,,Puerto Rico,18.2,-66.5,05-03-2020,0,0,65,78.7,72.7,84.9,999.9,1020,69.1,0.721962643,0.204138153,5.3,0,0
16785,,Puerto Rico,18.2,-66.5,06-03-2020,0,0,66,78.5,73.4,84.4,999.9,1019.8,68.6,0.714315208,0.201497687,4,0,0
16786,,Puerto Rico,18.2,-66.5,07-03-2020,0,0,67,78.6,72.5,86.2,999.9,1017,68.4,0.707019794,0.199675908,3.8,0,0
16787,,Puerto Rico,18.2,-66.5,08-03-2020,0,0,68,78.6,73.8,86.5,999.9,1017.7,69.2,0.726880223,0.205284873,3.4,0,0
16788,,Puerto Rico,18.2,-66.5,09-03-2020,0,0,69,77.5,73.4,84.2,999.9,1020.4,67.9,0.72084107,0.200983794,4,0,0
16789,,Puerto Rico,18.2,-66.5,10-03-2020,0,0,70,77.9,72.1,85.1,999.9,1019.6,67.8,0.708798768,0.198540955,5.4,0,0
16790,,Puerto Rico,18.2,-66.5,11-03-2020,0,0,71,78.3,72.5,84.9,999.9,1016.9,67.5,0.692137829,0.194782185,3.7,0,0
16791,,Puerto Rico,18.2,-66.5,12-03-2020,0,0,72,78.5,72.9,85.3,999.9,1014.8,69.5,0.736905086,0.207869956,4.5,0,0
16792,,Puerto Rico,18.2,-66.5,13-03-2020,0,0,73,79,72.5,84.9,999.9,1016.4,69,0.712322658,0.202134665,3.4,0,0
16793,,Puerto Rico,18.2,-66.5,14-03-2020,0,0,74,81.5,72.9,84.4,999.9,1017.4,69.9,0.676463806,0.197985553,3.4,0,0
16794,,Puerto Rico,18.2,-66.5,15-03-2020,0,0,75,79.9,73.4,88.7,999.9,1017.5,62.4,0.548523175,0.15736114,4.2,0,0
16795,,Puerto Rico,18.2,-66.5,16-03-2020,0,0,76,77,70.3,86.2,999.9,1017,63.4,0.62599704,0.173548618,2.4,0,0
16796,,Puerto Rico,18.2,-66.5,17-03-2020,0,0,77,79.4,73.2,89.2,999.9,1017.1,67,0.655736092,0.186975827,3.2,0,0
16797,,Puerto Rico,18.2,-66.5,18-03-2020,0,0,78,79,73.2,86.5,999.9,1018.6,68.6,0.702523929,0.199354095,3.3,0,0
16798,,Puerto Rico,18.2,-66.5,19-03-2020,0,0,79,79.6,74.7,86.9,999.9,1019.8,67,0.651397476,0.186190215,4.5,0,0
16799,,Puerto Rico,18.2,-66.5,20-03-2020,0,0,80,79.5,72,89.2,999.9,1020.4,65,0.609353105,0.173961012,3.9,0,0
16800,,Puerto Rico,18.2,-66.5,21-03-2020,0,0,81,78.5,72.5,86.9,999.9,1019.6,65.7,0.645634427,0.182123862,5.1,0,0
16801,,Puerto Rico,18.2,-66.5,22-03-2020,0,0,82,78.5,72.9,88,999.9,1019.3,66.5,0.663970907,0.187296309,4.8,0,0
16802,,Puerto Rico,18.2,-66.5,23-03-2020,0,0,83,76,71.1,80.4,999.9,1020.8,68.9,0.784802417,0.215170621,3.9,0,0
16803,,Puerto Rico,18.2,-66.5,24-03-2020,0,0,84,77,71.4,84,999.9,1019.9,66.9,0.707925087,0.196261983,3.9,0,0
16834,,Qatar,25.3548,51.1839,22-01-2020,0,0,22,66.3,55.4,75.2,999.9,1016.1,54.1,0.645670417,0.162802856,7.9,0,0
16835,,Qatar,25.3548,51.1839,23-01-2020,0,0,23,59.8,56.3,66.7,999.9,1019.1,50.6,0.714128217,0.176452931,13.2,0.02,1
16836,,Qatar,25.3548,51.1839,24-01-2020,0,0,24,59.3,51.8,67.3,999.9,1020.9,44.1,0.568665346,0.14053539,6.2,0,0
16837,,Qatar,25.3548,51.1839,25-01-2020,0,0,25,61.6,50,71.6,999.9,1021,40.1,0.448682884,0.111049148,5.6,0,0
16838,,Qatar,25.3548,51.1839,26-01-2020,0,0,26,57.1,53.6,61.5,999.9,1023.4,40.6,0.537905896,0.133532876,15.4,0,0
16839,,Qatar,25.3548,51.1839,27-01-2020,0,0,27,57.6,49.3,64.4,999.9,1023.7,41.9,0.555557682,0.137695965,12.3,0,0
16840,,Qatar,25.3548,51.1839,28-01-2020,0,0,28,58.1,46.4,69.8,999.9,1021.9,46.3,0.645808834,0.159865882,7.2,0,0
16841,,Qatar,25.3548,51.1839,29-01-2020,0,0,29,59.2,48.2,71.6,999.9,1020.4,45.6,0.604376035,0.149371186,3.1,0,0
16842,,Qatar,25.3548,51.1839,30-01-2020,0,0,30,60.3,50,71.6,999.9,1020.3,39.2,0.453790259,0.112138879,5.1,0,0
16843,,Qatar,25.3548,51.1839,31-01-2020,0,0,31,61,48.2,75.2,999.9,1019.2,42.9,0.510926125,0.126335958,2.3,0,0
16844,,Qatar,25.3548,51.1839,01-02-2020,0,0,32,63.5,51.8,73.4,999.9,1018.1,49.5,0.600682791,0.149453108,5.4,0,0
16845,,Qatar,25.3548,51.1839,02-02-2020,0,0,33,62.2,53.6,71.6,999.9,1021.5,47.6,0.585640077,0.145134019,9.9,0,0
16846,,Qatar,25.3548,51.1839,03-02-2020,0,0,34,60.7,51.4,69.3,999.9,1022.9,40.6,0.472447832,0.116783108,7.5,0,0
16847,,Qatar,25.3548,51.1839,04-02-2020,0,0,35,60.7,48,71.6,999.9,1020.2,46.2,0.585920643,0.144832146,6.2,0,0
16848,,Qatar,25.3548,51.1839,05-02-2020,0,0,36,63.1,50.9,75.2,999.9,1020.5,48.4,0.584595323,0.145249608,2.4,0,0
16849,,Qatar,25.3548,51.1839,06-02-2020,0,0,37,66.9,54.1,81,999.9,1020.3,44.1,0.43440984,0.109931695,2.4,0,0
16850,,Qatar,25.3548,51.1839,07-02-2020,0,0,38,68.7,59.2,81.5,999.9,1018.9,43.4,0.397239597,0.101768717,3.4,0,0
16851,,Qatar,25.3548,51.1839,08-02-2020,0,0,39,71,61.5,81.7,999.9,1017,53.5,0.53665167,0.140055729,7.2,0,0
16852,,Qatar,25.3548,51.1839,09-02-2020,0,0,40,71.6,62.6,83.1,999.9,1016.4,55.4,0.563699775,0.147897049,8.4,0,0
16853,,Qatar,25.3548,51.1839,10-02-2020,0,0,41,67.4,61.9,75,999.9,1016.7,46.2,0.462518075,0.117420413,15.2,99.99,1
16854,,Qatar,25.3548,51.1839,11-02-2020,0,0,42,59.5,51.8,66.2,999.9,1021.3,40.1,0.483716707,0.119529265,17.1,0,0
16855,,Qatar,25.3548,51.1839,12-02-2020,0,0,43,53.2,47.5,60.1,999.9,1027.5,34.2,0.482063113,0.122837023,15.4,0,0
16856,,Qatar,25.3548,51.1839,13-02-2020,0,0,44,56,47.7,66.2,999.9,1026.8,42.5,0.602639184,0.150319982,11.1,0,0
16857,,Qatar,25.3548,51.1839,14-02-2020,0,0,45,59.9,46.9,71.6,999.9,1022.8,46.2,0.60296224,0.14898504,7.5,0,0
16858,,Qatar,25.3548,51.1839,15-02-2020,0,0,46,63.7,48.7,77.5,999.9,1020.4,45.8,0.518681176,0.129146593,7,0,0
16859,,Qatar,25.3548,51.1839,16-02-2020,0,0,47,64.3,51.1,78.3,999.9,1018.6,55.1,0.718533208,0.179343405,4.1,0,1
16860,,Qatar,25.3548,51.1839,17-02-2020,0,0,48,69.8,59,86,999.9,1017.3,57.8,0.654390485,0.169077676,5.1,0,1
